dataset,rows,unique_intents,entropy_intent_disc,mean_intent_cont,ttr_prompt,hapax_prompt,dup_exact_prompt_pct,quasi_dup_prompt_pct,mean_semantic_intra
mapped,2082,5,1.8273170567042074,-0.026731988472622484,0.3244206157039087,0.7274762767885702,0.19212295869356388,,0.07412092827446759
augmented,1592,5,2.0976550557783273,0.04121720360895887,0.15354015048723327,0.6001205061257281,0.0,,0.07778419377282261
